mean,std_val,rms,p2p,kurtosis,skew,energy,iqr,abs_mean,median,zcr,crest_factor,variance,max_abs,min_abs,label,source_file
1.01368,0.63651776,1.1969553,2.885,1.1264635,-0.94394946,71.6351,0.571,1.09904,1.121,0.18,0.59847766,0.40515485,2.0,0.17,1,raw_data_plain.csv
1.12552,0.38426337,1.189308,1.615,0.12803312,0.45600012,70.72268,0.38075,1.12552,1.034,0.0,0.594654,0.14765833,2.0,0.385,1,raw_data_plain.csv
0.9698,0.6556253,1.1706222,3.069,1.3085414,-0.78209853,68.51782,0.70825,1.05792,1.018,0.16,0.5853111,0.42984447,2.0,0.087,1,raw_data_plain.csv
1.05072,0.7592102,1.2963073,3.069,-0.010583163,-0.62458503,84.02064,1.218,1.14104,1.133,0.18,0.64815366,0.57640016,2.0,0.055,1,raw_data_plain.csv
1.19068,0.51035136,1.2954448,2.055,-0.3249175,-0.17302296,83.90887,0.649,1.19288,1.0685,0.04,0.6477224,0.2604585,2.0,0.055,1,raw_data_plain.csv
1.05414,0.6678184,1.2478752,2.986,1.3964219,-1.0222833,77.85963,0.54425,1.14122,1.0465,0.2,0.6239376,0.44598144,2.0,0.006,1,raw_data_plain.csv
0.94316,0.68341064,1.1647321,2.986,0.5593909,-0.47920775,67.83005,0.799,1.03024,0.9375,0.2,0.58236605,0.46705014,2.0,0.006,1,raw_data_plain.csv
0.95434,0.6164926,1.1361461,2.843,0.3427047,-0.13289812,64.541405,0.78025,0.99506,0.8715,0.16,0.56807303,0.38006318,2.0,0.003,1,raw_data_plain.csv
0.93732,0.6550936,1.1435543,2.843,0.11276664,-0.3960617,65.38582,0.7575,1.00356,0.9245,0.24,0.57177716,0.42914763,2.0,0.003,1,raw_data_plain.csv
0.94974,0.5789832,1.1123073,2.515,0.3330611,-0.31905344,61.861378,0.646,0.99586,0.9375,0.12,0.55615366,0.3352215,2.0,0.083,1,raw_data_plain.csv
1.06196,0.5022386,1.1747352,2.515,1.0574543,-0.23568517,69.00013,0.5675,1.08256,1.014,0.04,0.5873676,0.2522436,2.0,0.083,1,raw_data_plain.csv
1.06218,0.32839268,1.111786,1.427,1.2604129,1.0752589,61.803406,0.40375,1.06218,0.9975,0.0,0.555893,0.107841745,2.0,0.573,1,raw_data_plain.csv
1.02438,0.48807594,1.1347126,2.464,1.1933991,-0.29271847,64.378624,0.55975,1.05018,0.948,0.08,0.5673563,0.23821811,2.0,0.181,1,raw_data_plain.csv
0.9263,0.51001215,1.0574234,2.464,0.48250604,-0.12549332,55.907204,0.621,0.95274,0.8695,0.1,0.5287117,0.2601124,2.0,0.016,1,raw_data_plain.csv
0.90284,0.601968,1.0851201,2.7,0.19532284,-0.2462342,58.874275,0.66075,0.95036,0.92,0.2,0.54256004,0.36236545,2.0,0.016,1,raw_data_plain.csv
0.8982,0.916586,1.2833134,3.412,-0.6748418,-0.48180827,82.34466,1.60675,1.07928,1.013,0.28,0.6416567,0.84012985,2.0,0.017,2,raw_data_plain.csv
0.90754,0.79316324,1.2052953,3.412,0.3634689,-0.683435,72.63683,1.09125,1.04174,0.9355,0.12,0.60264766,0.6291079,2.0,0.017,1,raw_data_plain.csv
1.06182,0.43003905,1.1455982,1.784,-0.21310978,0.19502869,65.61977,0.57925,1.06182,1.092,0.0,0.5727991,0.18493359,2.0,0.216,1,raw_data_plain.csv
1.08984,0.5443262,1.2182127,2.509,0.4570632,-0.2669253,74.20211,0.66775,1.11444,1.1205,0.08,0.60910636,0.29629102,2.0,0.106,1,raw_data_plain.csv
1.06252,0.5127783,1.179784,2.509,1.0206182,-0.43253508,69.59451,0.52175,1.08712,1.042,0.08,0.589892,0.26294157,2.0,0.055,1,raw_data_plain.csv
1.09034,0.53021246,1.2124218,2.534,0.78001976,-0.3166397,73.49833,0.5455,1.1117,1.0635,0.04,0.6062109,0.28112522,2.0,0.055,1,raw_data_plain.csv
1.06258,0.52894175,1.1869522,2.534,0.6084515,-0.11146343,70.44278,0.66925,1.08394,1.047,0.04,0.5934761,0.27977937,2.0,0.204,1,raw_data_plain.csv
0.95262,0.4651026,1.0600969,2.159,-0.17833437,0.21380211,56.190266,0.61925,0.95898,0.9555,0.04,0.53004843,0.21632044,2.0,0.159,1,raw_data_plain.csv
0.9817,0.5598421,1.1301142,2.159,-0.8778479,0.35831416,63.857903,0.891,0.98806,0.7825,0.04,0.5650571,0.31342316,2.0,0.159,1,raw_data_plain.csv
1.02982,0.0047778236,1.029831,0.024,0.58263487,-0.17781854,53.027603,0.005,1.02982,1.03,0.0,0.989271,2.28276e-05,1.041,1.017,0,Database_rough.csv
1.02976,0.005065807,1.0297724,0.024,0.04325911,-0.38446975,53.021564,0.00675,1.02976,1.03,0.0,0.98921466,2.56624e-05,1.041,1.017,0,Database_rough.csv
1.02936,0.004659442,1.0293705,0.024,0.67351645,-0.5440877,52.980186,0.00675,1.02936,1.03,0.0,0.98977935,2.17104e-05,1.04,1.016,0,Database_rough.csv
1.0291,0.0041291644,1.0291083,0.024,1.8666118,-0.44433808,52.953194,0.004,1.0291,1.029,0.0,0.98952717,1.705e-05,1.04,1.016,0,Database_rough.csv
1.0228,0.58892554,1.1802343,3.458,6.9322376,-1.7347345,69.64766,0.00725,1.1176,1.029,0.12,0.59011716,0.3468333,2.0,0.183,1,Database_rough.csv
0.98884,0.7071018,1.215647,3.458,2.143565,-1.0171652,73.88988,0.48075,1.09812,1.028,0.2,0.6078235,0.49999297,2.0,0.044,1,Database_rough.csv
0.84224,0.8126054,1.1703401,4.0,1.8316696,-0.9455824,68.48479,0.94375,1.01008,0.935,0.28,0.58517,0.6603275,2.0,0.044,1,Database_rough.csv
0.71454,1.0335326,1.2564859,4.0,-0.17155938,-0.62611955,78.93785,1.541,1.07022,0.781,0.36,0.62824297,1.0681896,2.0,0.042,2,Database_rough.csv
0.80606,1.0375427,1.3138598,4.0,0.12472072,-0.79383075,86.31138,1.52725,1.1347,0.8275,0.28,0.6569299,1.0764948,2.0,0.03,2,Database_rough.csv
0.73718,1.0081018,1.248881,4.0,-0.049083825,-0.67307466,77.98518,1.325,1.07986,0.7815,0.36,0.6244405,1.0162694,2.0,0.03,2,Database_rough.csv
0.63024,0.97722006,1.1628247,3.271,-0.73036397,-0.36490166,67.60807,1.23625,1.01144,0.7205,0.42,0.5814124,0.95495903,2.0,0.065,2,Database_rough.csv
0.7433,0.8591332,1.1360478,3.271,0.028588952,-0.66877633,64.530235,0.7575,1.0123,0.876,0.28,0.5680239,0.7381098,2.0,0.035,1,Database_rough.csv
1.0253,0.7876523,1.2929177,3.073,0.13482392,-0.74937236,83.58181,1.192,1.14246,1.051,0.12,0.64645886,0.6203962,2.0,0.017,1,Database_rough.csv
1.1119,0.86363643,1.4079025,2.667,-1.1043419,-0.57586753,99.109474,1.6825,1.20582,1.4125,0.26,0.70395124,0.7458679,2.0,0.01,2,Database_rough.csv
0.9283,0.89814645,1.2916687,2.942,-1.1261178,-0.2957698,83.4204,1.833,1.07538,0.989,0.36,0.6458343,0.8066671,2.0,0.01,2,Database_rough.csv
0.70736,1.0236255,1.2442538,3.658,-0.37865472,-0.5995721,77.40837,1.39875,1.0712,0.8615,0.36,0.6221269,1.0478092,2.0,0.066,2,Database_rough.csv
0.47106,1.1965904,1.2859728,4.0,-0.7313268,-0.6253268,82.68631,1.41975,1.14202,0.844,0.38,0.6429864,1.4318286,2.0,0.051,2,Database_rough.csv
0.73294,0.99087465,1.2324908,4.0,1.5452962,-1.3252269,75.95168,0.692,1.10622,1.023,0.16,0.6162454,0.98183256,2.0,0.01,2,Database_rough.csv
0.95806,0.6999513,1.186512,2.972,-0.013649554,-0.2932536,70.39054,0.90425,1.02946,1.022,0.12,0.593256,0.48993182,2.0,0.01,1,Database_rough.csv
0.8816,1.0614177,1.3797921,3.881,-0.37136152,-0.6614186,95.19131,1.809,1.17476,0.813,0.26,0.68989605,1.1266077,2.0,0.02,2,Database_rough.csv
0.63432,1.2136313,1.3694024,4.0,-0.8867631,-0.4810132,93.76314,2.20125,1.1816,0.883,0.36,0.6847012,1.472901,2.0,0.02,2,Database_rough.csv
0.56806,0.9947166,1.1454926,4.0,-0.18237379,-0.46798423,65.60766,1.183,0.96686,0.7145,0.36,0.5727463,0.98946106,2.0,0.01,2,Database_rough.csv
0.81418,0.84800696,1.175587,3.339,-0.2914498,-0.48270938,69.10024,1.2265,1.00178,1.001,0.26,0.5877935,0.71911585,2.0,0.01,1,Database_rough.csv
0.7905,0.90916985,1.2047739,3.665,-0.2432128,-0.42369404,72.574005,1.4715,0.98274,0.7395,0.24,0.60238695,0.8265898,2.0,0.032,2,Database_rough.csv
0.7744,0.81080294,1.1212033,3.665,0.54775,-0.5427929,62.85484,0.8535,0.94192,1.0205,0.28,0.56060165,0.6574014,2.0,0.032,1,Database_rough.csv
0.92236,0.5819128,1.0905826,2.921,2.883233,-0.989292,59.468525,0.24425,1.01196,1.024,0.14,0.5452913,0.33862254,2.0,0.066,1,Database_rough.csv
0.8284,0.6847814,1.0747893,3.081,1.6502893,-1.0203896,57.758606,0.46775,0.98552,1.0235,0.16,0.53739464,0.46892557,2.0,0.102,1,Database_rough.csv
0.80942,1.0142334,1.2976247,4.0,0.29319918,-0.9467211,84.1915,1.15025,1.17206,1.051,0.32,0.64881235,1.0286692,2.0,0.102,2,Database_rough.csv
0.97136,0.9295137,1.3444463,4.0,2.0064566,-1.4213157,90.3768,0.63875,1.24132,1.0435,0.24,0.67222315,0.86399573,2.0,0.098,2,Database_rough.csv
0.7665,0.7058582,1.0419971,3.112,0.78450125,-0.7721956,54.2879,0.71725,0.92242,1.014,0.18,0.52099854,0.49823573,2.0,0.066,1,Database_rough.csv
0.8022,0.6747403,1.0482363,3.007,0.41043818,-0.35839984,54.939964,0.74425,0.89568,0.8375,0.14,0.5241181,0.4552745,2.0,0.04,1,Database_rough.csv
1.02288,0.6833147,1.2301229,2.611,-0.64377636,-0.18726833,75.660126,1.04475,1.06844,0.994,0.16,0.61506146,0.46691895,2.0,0.04,1,Database_rough.csv
0.86932,0.92337537,1.2682031,4.0,0.28474388,-0.61813766,80.41697,1.46875,1.06688,0.9175,0.28,0.63410157,0.85262203,2.0,0.112,2,Database_rough.csv
0.80074,0.9331235,1.2295951,4.0,0.4168814,-0.64726514,75.5952,1.40075,1.03142,0.9145,0.26,0.61479753,0.8707195,2.0,0.0,2,Database_rough.csv
0.94338,0.6328495,1.1359861,3.316,2.5296407,-0.851859,64.52322,0.521,1.02006,1.023,0.1,0.56799304,0.40049848,2.0,0.0,1,Database_rough.csv
0.98786,0.63461787,1.174141,2.785,0.45564568,-0.54409486,68.93036,0.47925,1.05142,1.025,0.16,0.5870705,0.4027398,2.0,0.092,1,Database_rough.csv
0.7895,1.0108634,1.282636,4.0,0.38146222,-0.88044035,82.25776,1.43225,1.1203,1.0215,0.26,0.641318,1.0218449,2.0,0.043,2,Database_rough.csv
0.82396,0.8335068,1.1720254,4.0,3.7851174,-1.8011261,68.68218,0.0115,1.0912,1.0245,0.12,0.5860127,0.6947336,2.0,0.043,1,Database_rough.csv
1.05428,0.18470442,1.0703373,1.383,14.087666,2.9173777,57.2811,0.009,1.05428,1.0245,0.0,0.53516865,0.03411572,2.0,0.617,1,Database_rough.csv
1.05444,0.18472089,1.0704978,1.383,14.070752,2.9137201,57.298275,0.009,1.05444,1.027,0.0,0.5352489,0.034121808,2.0,0.617,1,Database_rough.csv
1.02612,0.0058194157,1.0261365,0.041,7.2994537,-1.5581836,52.647804,0.006,1.02612,1.027,0.0,0.9857219,3.38656e-05,1.041,1.0,0,Database_rough.csv
1.0262,0.0042661456,1.0262089,0.018,-0.44927105,-0.018168572,52.65523,0.006,1.0262,1.0265,0.0,0.99150616,1.82e-05,1.035,1.017,0,Database_rough.csv
1.02734,0.004839876,1.0273514,0.024,0.695585,0.5680104,52.772545,0.005,1.02734,1.027,0.0,0.98688895,2.34244e-05,1.041,1.017,0,Database_rough.csv
0.99006,0.2594357,1.023487,1.494,2.1935406,-0.7052817,52.376286,0.05825,0.99006,1.027,0.0,0.6132337,0.0673069,1.669,0.175,1,Database_rough.csv
0.9071,0.29651597,0.95433336,1.494,0.04773049,0.09475255,45.537605,0.44475,0.9071,0.8795,0.0,0.5717995,0.08792173,1.669,0.175,1,Database_rough.csv
0.88446,0.19487844,0.90567493,0.78,-0.75471795,0.0025933702,41.012356,0.306,0.88446,0.889,0.0,0.7070062,0.03797761,1.281,0.501,0,Database_rough.csv
0.92976,0.17617373,0.9463038,0.805,-0.11342242,0.18542033,44.774544,0.2245,0.92976,0.9145,0.0,0.6999288,0.031037182,1.352,0.547,0,Database_rough.csv
1.00552,0.2508476,1.0363373,1.646,5.3814487,1.5258679,53.69975,0.18475,1.00552,1.0175,0.0,0.5181686,0.06292453,2.0,0.354,1,Database_rough.csv
1.0396,0.2177832,1.0621665,1.646,10.087981,1.8838803,56.409885,0.00875,1.0396,1.021,0.0,0.5310832,0.04742952,2.0,0.354,1,Database_rough.csv
1.02206,0.0059846803,1.0220776,0.03,0.3989758,0.17074955,52.232124,0.00775,1.02206,1.0215,0.0,0.98466045,3.58164e-05,1.038,1.008,0,Database_rough.csv
1.0216,0.004955805,1.021612,0.024,0.31127492,0.30988136,52.184555,0.006,1.0216,1.021,0.0,0.9889758,2.456e-05,1.033,1.009,0,Database_rough.csv
1.03504,0.08959575,1.0389106,0.652,49.59111,7.028639,53.96676,0.006,1.03504,1.0215,0.0,0.62547296,0.008027398,1.661,1.009,0,Database_rough.csv
0.97634,0.5177736,1.1051377,2.999,3.86607,-1.0471594,61.066467,0.287,1.0253,1.024,0.08,0.55256885,0.26808953,2.0,0.059,1,Database_rough.csv
0.85136,1.003297,1.3158338,4.0,0.9323468,-1.0155864,86.57094,1.246,1.15072,0.93,0.24,0.6579169,1.0066049,2.0,0.059,2,Database_rough.csv
0.94218,0.9061573,1.3072201,4.0,3.045592,-1.5288497,85.441216,0.639,1.19258,1.028,0.16,0.65361005,0.8211211,2.0,0.196,2,Database_rough.csv
1.07098,0.25027022,1.0998334,1.505,5.6983423,1.7065032,60.481667,0.02425,1.07098,1.026,0.0,0.5499167,0.062635176,2.0,0.495,1,Database_rough.csv
1.09944,0.6085498,1.2566229,2.713,1.2478096,-0.7372837,78.955055,0.38925,1.15504,1.025,0.1,0.62831146,0.3703328,2.0,0.149,1,Database_rough.csv
0.97536,0.901135,1.32792,3.684,-0.19877754,-0.59339505,88.16858,1.5675,1.12128,0.9565,0.32,0.66396,0.8120444,2.0,0.08,2,Database_rough.csv
0.90986,0.68509746,1.1389486,3.684,2.8921497,-1.0231484,64.86019,0.4685,1.0025,1.0155,0.22,0.5694743,0.46935856,2.0,0.058,1,Database_rough.csv
0.96716,0.59907395,1.1376678,2.743,0.7521072,-0.3645677,64.7144,0.2655,1.0132,1.0165,0.14,0.5688339,0.35888958,2.0,0.042,1,Database_rough.csv
0.74954,0.95998126,1.2179385,4.0,0.14579321,-0.57938516,74.16871,1.311,1.00662,0.8415,0.24,0.6089693,0.921564,2.0,0.019,2,Database_rough.csv
0.84116,0.835196,1.1853702,4.0,2.31075,-1.3271747,70.25513,0.7395,1.05452,0.9695,0.12,0.5926851,0.69755244,2.0,0.019,1,Database_rough.csv
0.97106,0.77191454,1.2404877,4.0,4.208789,-1.6710384,76.940475,0.558,1.13114,1.0375,0.16,0.62024385,0.5958521,2.0,0.013,1,Database_rough.csv
0.92928,0.7329345,1.1835346,4.0,5.300391,-1.8508743,70.03771,0.1715,1.08936,1.021,0.16,0.5917673,0.53719294,2.0,0.013,1,Database_rough.csv
1.01242,0.48893002,1.1242983,2.301,1.2230866,-0.43357328,63.20234,0.20475,1.03542,1.021,0.08,0.56214917,0.23905256,2.0,0.025,1,Database_rough.csv
1.02292,0.48991808,1.1341891,2.301,1.2064611,-0.5185116,64.31925,0.3285,1.04592,1.025,0.08,0.56709456,0.24001971,2.0,0.025,1,Database_rough.csv
0.98272,0.6121432,1.1577815,3.12,1.9313271,-0.9854823,67.022896,0.41425,1.0508,1.023,0.12,0.57889074,0.37471932,2.0,0.043,1,Database_rough.csv
0.87404,0.8318613,1.2066231,3.12,-0.83848435,-0.32298705,72.79696,1.534,1.01284,0.9485,0.32,0.60331154,0.69199324,2.0,0.002,2,Database_rough.csv
0.8322,0.6852302,1.0780061,2.968,0.665986,-0.7193067,58.104862,0.4375,0.97152,1.0255,0.24,0.5390031,0.4695404,2.0,0.002,1,Database_rough.csv
0.93968,0.77839416,1.2202033,2.968,0.6389881,-0.86759543,74.4448,0.6245,1.11468,1.03,0.16,0.61010164,0.6058975,2.0,0.03,1,Database_rough.csv
0.97922,0.88471293,1.3196927,4.0,1.5428866,-1.1331073,87.07944,0.85325,1.18738,1.047,0.24,0.65984637,0.782717,2.0,0.03,2,Database_rough.csv
0.9705,0.77011526,1.2389301,4.0,3.1280684,-1.2519093,76.74739,0.93425,1.1015,1.04,0.22,0.61946505,0.59307754,2.0,0.044,1,Database_rough.csv
0.83822,0.77309185,1.1402999,2.724,-1.03885,-0.07590092,65.01419,1.27775,0.94266,0.8525,0.28,0.57014996,0.59767103,2.0,0.037,1,Database_rough.csv
0.796,0.7613829,1.101508,2.724,-0.7873922,-0.21923096,60.665993,1.0815,0.93744,1.0095,0.24,0.550754,0.57970387,2.0,0.037,1,Database_rough.csv
0.9183,0.7770845,1.2029693,2.573,-0.9584219,-0.35269058,72.356766,1.20475,1.0325,1.0265,0.22,0.60148466,0.6038604,2.0,0.02,1,Database_rough.csv
0.79058,0.96742237,1.2493689,4.0,0.08537983,-0.641221,78.046135,1.57275,1.04466,0.828,0.36,0.62468445,0.935906,2.0,0.006,2,Database_rough.csv
0.8193,0.8302438,1.1664293,4.0,2.3973913,-1.2516854,68.02786,0.49575,1.04214,1.0095,0.2,0.58321464,0.6893048,2.0,0.006,1,Database_rough.csv
1.08392,0.46836674,1.1807836,2.418,1.371615,-0.6358436,69.7125,0.41075,1.10064,1.0245,0.04,0.5903918,0.2193674,2.0,0.027,1,Database_rough.csv
1.06756,0.70646596,1.2801479,3.393,1.7677209,-1.1728789,81.93893,0.854,1.16004,1.151,0.2,0.6400739,0.49909416,2.0,0.027,1,Database_rough.csv
1.01094,0.6846912,1.220984,3.393,2.0122626,-1.0381569,74.540085,0.63025,1.10342,1.0295,0.18,0.61049193,0.46880206,2.0,0.028,1,Database_rough.csv
0.72836,0.8854753,1.1465491,3.569,0.01106257,-0.7253064,65.72874,0.95875,1.02276,0.966,0.22,0.57327455,0.78406644,2.0,0.017,1,Database_rough.csv
0.66184,0.8391842,1.0687667,3.569,0.21482734,-0.81272477,57.113117,0.80125,0.96604,0.9425,0.24,0.53438336,0.7042301,2.0,0.017,1,Database_rough.csv
0.9118,0.5949479,1.0887343,3.538,4.9664607,-1.5160037,59.26711,0.3825,0.99956,1.0185,0.12,0.54436713,0.35396296,2.0,0.089,1,Database_rough.csv
0.89562,0.89665264,1.2673284,3.538,0.113897465,-0.66717607,80.30605,1.264,1.08142,1.0685,0.2,0.6336642,0.8039859,2.0,0.017,2,Database_rough.csv
0.97152,0.7440972,1.2237368,3.393,1.0711489,-0.72943306,74.87659,0.5465,1.07936,1.019,0.08,0.6118684,0.5536806,2.0,0.017,1,Database_rough.csv
1.03308,0.5164617,1.1549835,2.786,2.455488,-0.44957846,66.69935,0.22475,1.06472,1.019,0.08,0.57749176,0.26673263,2.0,0.005,1,Database_rough.csv
0.80766,0.9522066,1.248604,3.851,-0.24074458,-0.6038247,77.9506,1.55625,1.07354,0.9405,0.24,0.624302,0.9066974,2.0,0.005,2,Database_rough.csv
0.80782,0.86557657,1.1839746,3.851,0.62556916,-0.8194684,70.0898,0.853,1.04206,0.994,0.14,0.5919873,0.74922276,2.0,0.009,1,Database_rough.csv
0.90268,0.5953403,1.0813239,2.615,0.39885142,-0.23066778,58.463062,0.559,0.96048,0.9875,0.08,0.54066193,0.3544301,2.0,0.095,1,Database_rough.csv
0.7524,0.837986,1.1262,3.394,-0.56104046,-0.1648907,63.416313,1.24975,0.92768,0.819,0.28,0.5631,0.7022205,2.0,0.016,1,Database_rough.csv
0.93458,0.8959694,1.2946818,3.394,-0.7615923,-0.42320886,83.81004,1.6175,1.08926,0.933,0.32,0.6473409,0.80276114,2.0,0.016,2,Database_rough.csv
1.06434,0.5741637,1.2093319,2.501,0.82729626,-0.3994259,73.124176,0.11575,1.10154,1.0245,0.12,0.60466594,0.32966393,2.0,0.039,1,Database_rough.csv
0.96524,0.4584403,1.0685765,2.469,2.4831257,-0.5549887,57.09279,0.11925,0.99144,1.024,0.12,0.5342882,0.2101675,2.0,0.032,1,Database_rough.csv
0.55376,1.069772,1.2046005,4.0,0.040779646,-0.7167182,72.553116,1.4405,1.02332,0.707,0.38,0.6023002,1.1444123,2.0,0.032,2,Database_rough.csv
0.5916,1.1404693,1.2847805,4.0,0.056825966,-0.8360718,82.53304,1.2735,1.11496,0.8185,0.28,0.64239025,1.3006703,2.0,0.044,2,Database_rough.csv
0.97478,0.6129778,1.1514938,4.0,10.3496475,-1.9243437,66.29689,0.29525,1.05478,1.021,0.02,0.5757469,0.3757418,2.0,0.112,1,Database_rough.csv
0.92076,0.45847344,1.0285897,2.236,1.1522918,0.018377379,52.899845,0.31825,0.93624,1.02,0.08,0.51429486,0.2101979,2.0,0.151,1,Database_rough.csv
0.84838,0.7224332,1.1142973,2.741,-0.82768697,-0.09991707,62.08292,1.084,0.93586,0.8555,0.24,0.55714864,0.5219098,2.0,0.135,1,Database_rough.csv
0.89008,0.6414075,1.097108,2.741,-0.11515413,-0.38253495,60.182297,0.71775,0.96208,1.016,0.16,0.548554,0.41140357,2.0,0.093,1,Database_rough.csv
0.681,0.70919275,0.9832168,3.321,0.8952095,-0.91096693,48.33577,0.54475,0.87524,0.7855,0.24,0.4916084,0.50295436,2.0,0.003,1,Database_rough.csv
0.68822,0.8304186,1.0785369,3.631,0.65715027,-0.9572222,58.16209,0.7655,0.96786,0.979,0.28,0.53926843,0.689595,2.0,0.003,1,Database_rough.csv
0.90246,0.6958962,1.1396077,3.631,2.8306758,-1.2071172,64.93528,0.394,1.03858,1.0045,0.16,0.56980383,0.48427156,2.0,0.154,1,Database_rough.csv
0.876,0.89110035,1.2495743,4.0,1.4448988,-0.9809185,78.07179,1.12475,1.08948,0.843,0.28,0.62478715,0.7940598,2.0,0.154,2,Database_rough.csv
0.9384,0.8496628,1.2659074,4.0,2.9136999,-1.4118154,80.126076,0.83925,1.1428,1.0165,0.18,0.6329537,0.72192687,2.0,0.045,2,Database_rough.csv
0.9403,0.8256716,1.2513583,3.509,1.6144493,-1.1751419,78.29488,0.86275,1.1401,1.0165,0.16,0.62567914,0.68173355,2.0,0.045,1,Database_rough.csv
0.8071,0.94175655,1.2402886,3.509,-0.11510476,-0.63764143,76.915794,1.418,1.05674,0.8925,0.28,0.6201443,0.88690543,2.0,0.009,2,Database_rough.csv
0.87324,0.6622265,1.0959435,3.155,1.8295095,-0.82755613,60.0546,0.602,0.96472,1.0085,0.16,0.5479717,0.43854392,2.0,0.009,1,Database_rough.csv
0.97928,0.6574492,1.1795036,4.0,7.3925195,-1.8912774,69.56144,0.5065,1.07524,1.0475,0.12,0.5897518,0.4322394,2.0,0.041,1,Database_rough.csv
0.77762,0.9383053,1.2186508,4.0,-0.06921317,-0.48344687,74.255486,1.554,1.00974,0.7035,0.34,0.6093254,0.88041687,2.0,0.041,2,Database_rough.csv
0.66798,0.8702754,1.0970763,2.998,-0.97162277,0.068271235,60.178825,1.2235,0.88438,0.684,0.44,0.54853815,0.75737923,2.0,0.039,2,Database_rough.csv
0.85096,0.6475335,1.069314,2.998,0.44384134,-0.46988434,57.171627,0.44925,0.9358,1.0105,0.24,0.534657,0.41929963,2.0,0.039,1,Database_rough.csv
0.92906,0.7436641,1.1900373,2.748,-0.65537804,-0.18864907,70.80944,1.0675,1.00806,1.016,0.2,0.5950186,0.5530363,2.0,0.021,1,Database_rough.csv
0.80382,0.9503075,1.244673,2.976,-1.3023611,-0.09379968,77.46054,1.78,1.00142,0.6955,0.36,0.6223365,0.9030843,2.0,0.009,2,Database_rough.csv
0.8907,0.74020916,1.1581261,2.976,0.13757151,-0.6171169,67.062805,0.84575,1.0139,1.0085,0.2,0.57906306,0.5479096,2.0,0.009,1,Database_rough.csv
1.01664,0.25313893,1.0476813,1.704,6.578889,-1.1088436,54.88181,0.0165,1.01664,1.027,0.0,0.59936005,0.06407931,1.748,0.044,1,Database_rough.csv
0.98184,0.52135134,1.1116731,3.046,4.053271,-1.1229749,61.79085,0.08725,1.03032,1.0275,0.06,0.55583656,0.27180722,2.0,0.057,1,Database_rough.csv
0.91702,0.7450703,1.1815479,3.046,-0.29253042,-0.40835798,69.80277,1.1605,1.0107,1.0375,0.16,0.59077394,0.5551297,2.0,0.008,1,Database_rough.csv
0.92072,0.8429548,1.2483181,4.0,2.0819101,-1.1612816,77.91491,0.878,1.09772,1.0895,0.18,0.62415904,0.71057284,2.0,0.008,1,Database_rough.csv
0.80354,1.0184212,1.2972503,4.0,0.34780014,-0.9202672,84.14291,1.35075,1.13866,1.019,0.28,0.64862514,1.0371816,2.0,0.035,2,Database_rough.csv
0.85566,0.8588125,1.2123172,3.767,0.69330263,-0.90735674,73.48565,0.84425,1.08078,1.0275,0.22,0.6061586,0.73755896,2.0,0.059,1,Database_rough.csv
0.96774,0.7674384,1.2351042,3.156,0.41983008,-0.7661329,76.274124,0.76675,1.11198,1.029,0.18,0.6175521,0.5889617,2.0,0.093,1,Database_rough.csv
0.99702,0.9561265,1.3813858,3.434,-0.43586254,-0.6836913,95.41134,1.62075,1.20722,1.0635,0.24,0.6906929,0.91417795,2.0,0.093,2,Database_rough.csv
0.93946,0.8134759,1.24271,3.434,0.35640937,-0.6876048,77.21641,1.05625,1.09818,1.0285,0.12,0.621355,0.661743,2.0,0.131,1,Database_rough.csv
0.84904,0.6861647,1.091646,2.792,0.13066152,-0.50147206,59.584545,0.76425,0.9656,1.026,0.16,0.545823,0.47082195,2.0,0.075,1,Database_rough.csv
0.86138,0.7662433,1.1528679,2.792,-0.82944834,-0.054275475,66.455215,1.1745,0.9547,0.8855,0.2,0.57643396,0.5871288,2.0,0.0,1,Database_rough.csv
0.94962,0.7175602,1.1902398,2.679,-0.5212908,-0.25121513,70.83354,1.03075,1.0245,0.9205,0.1,0.5951199,0.51489264,2.0,0.0,1,Database_rough.csv
1.03876,0.7530173,1.2829877,2.679,-0.4861695,-0.47725028,82.30287,1.09325,1.12272,1.01,0.16,0.64149386,0.5670351,2.0,0.025,1,Database_rough.csv
0.89932,0.9007654,1.272853,3.092,-0.99310595,-0.31694028,81.00774,1.49975,1.0726,0.8915,0.24,0.6364265,0.81137836,2.0,0.025,2,Database_rough.csv
0.90666,0.6681733,1.1262717,3.092,1.3767095,-0.7911782,63.424397,0.489,1.02314,1.0205,0.12,0.56313586,0.44645554,2.0,0.085,1,Database_rough.csv
0.79768,0.71520394,1.0713589,4.0,3.5570805,-1.3285676,57.390503,0.508,0.94848,1.0195,0.24,0.53567946,0.51151663,2.0,0.018,1,Database_rough.csv
0.86176,1.0316784,1.3442435,4.0,-0.009793994,-0.79161257,90.34953,1.68,1.15824,1.088,0.38,0.67212176,1.0643604,2.0,0.018,2,Database_rough.csv
1.03302,0.8199982,1.3189114,3.552,1.5665344,-1.1728727,86.97637,0.81625,1.19822,1.0465,0.2,0.6594557,0.6723971,2.0,0.076,2,Database_rough.csv
1.01688,0.38686192,1.087983,2.038,3.2503252,-1.0221996,59.185352,0.19175,1.0364,1.03,0.04,0.61817217,0.14966215,1.76,0.21,1,Database_rough.csv
